Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
A742,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,July (26),0,,,,0,,0,,,,,,
A743,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,September (14),0,2,"August (27, 29)",0,1,;September (11),-0.5,,,,,,
A744,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"July (27), August (8, 9)",0,,,,0,,0,,,,,,
A745,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,July (27),-2,,,,0,,0,,,,,,
A746,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,July (27),-2,,,,0,,0,,,,,,
A747,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,July (27),-2,,,,0,,0,,,,,,
A748,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (7),-0.5,,,,0,,0,,,,,,
A749,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (7),-0.5,,,,0,,0,,,,,,
A750,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (8),0,,,,0,,0,,,,,,
A751,MLML,BML,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"August (8), September (28)",0,2,"August (28), September (18)",,2,"SPT03_19,BHT04_19;",-3,,,,,,
A752,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (9),0,,,,0,,0,,,,,,
A753,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (9),0,,,,0,,0,,,,,,
A754,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,August (9),-4,,,,0,,0,,,,,,
A755,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,September (14),-5,,,,0,,0,,,,,,
A756,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (24),0,0,,0,,,,,,
A757,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"July (24), September (24)",-10,0,,0,,,,,,
A758,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,5,"July (25, 26), August (28, 29), September (24)",-3.5,2,";September (11, 12)",-1,2,"August (12), September (3)",-8.5,2,"August (9, 10)",-12
A759,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (25),1.25,0,,0,,,,,,
A760,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (25),0,0,,0,,,,,,
A761,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (26),-0.5,0,,0,,,,,,
A762,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (26),0,0,,0,,,,,,
A763,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (7),0,0,,0,,,,,,
A764,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,4,"August (7, 9, 22)",-9.5,2,";September (12, 18)",-7,3,"August (12, 31), Septebmber (9)",-7.5,4,"August (9, 10, 18), September (7)",-15
A765,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (9),-1,,,,,,,,,
A766,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (14),0,1,September (10),-3,1,Septebmber (10),0,,,
A767,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (14),-3,,,,,,,,,
A768,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (14),-1.5,2,August (8) September (12),-3,1,Septebmber (10),0,,,
A769,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (14),0,,,,,,,,,
A770,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (14),-3.5,,,,,,,,,
A771,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (15),-1.5,,,,,,,,,
A772,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (16),-3.5,,,,,,,,,
A773,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (16, 21)",-7.75,1,September (12),0.5,,,,1,July (28),-1
A774,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (16),-1,,,,,,,,,
A775,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (21),0,,,,,,,,,
A776,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (21),0,,,,,,,,,
A777,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (22, 29)",-0.5,1,August (12),-1.799999952,,,,1,August (9),-3.5
A778,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (22, 29)",-2.5,1,August (7),-8,1,September (1),-1,1,August (11),-6
A779,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (22),0,1,August (7),-2,1,September (1),-1,1,August (11),-7
A780,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (22),0,1,August (7),0,,,,1,August (11),0
A781,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (28),0,1,September (10),-2,,,,,,
A782,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (28),0,1,September (10),-1.5,,,,,,
A783,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (28),0,1,BHT02_19,-1.5,,,,,,
A784,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (28),0,1,September (12),-3.5,,,,1,September (9),-0.5
A785,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (28),0,,,,,,,,,
A786,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),-3.5,,,,2,"BHT02_20, SPT03_20",-2,2,"BHT05_21, SPT05_21",-3.5
A787,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),-0.5,,,,,,,,,
A788,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A789,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A790,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A791,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A792,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A793,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (13),-6,,,
A794,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,August (27),0,,,,,,,,,
A795,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (27, 29)",0,,,,,,,,,
A796,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (27, 29)",0,,,,,,,,,
A797,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (27, 29)",0,,,,,,,,,
A798,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (27, 29)",0,,,,,,,,,
A799,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"August (27, 29)",0,1,August (7),0,,,,1,August (11),-4
A800,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (5),0,0,,0,,,,,,
A801,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (6),-0.5,0,,0,,,,,,
A802,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (7),0,,,,,,,,,
A803,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (24),0,,,,,,,,,
A804,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (10),-0.5,,,,,,
A805,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (13),0,1,Septebmber (8),-0.600000024,,,
A806,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (12),0,,,,,,
A807,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
A808,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,August (12) September (17),-0.5,,,,,,
A809,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (14),-2.5,,,,,,
A810,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (14),-4,,,,,,
A811,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (14),-0.5,,,,,,
A812,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
A813,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
A814,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (10),-0.5,,,,,,
A816,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (8),-2.5,,,,,,
A817,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (17),-0.5,,,,,,
A818,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (11),0,,,,,,
A819,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (19),-5,,,,,,
A820,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
A821,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (12),-2.5,,,,,,
A822,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (7),-1,,,,,,
A823,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (14),-2.5,,,,,,
A824,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (10),-2.5,,,,,,
A825,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (7),-1,1,August (12),-1,1,September (8),-1
A826,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (8),-2.5,,,,,,
A827,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (10),-2,,,,,,
A828,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (19),-4,,,,,,
A829,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (8),-1.5,,,,,,
A830,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
A831,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (11),-1,,,,,,
A833,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (19),-1,,,,,,
A834,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (6),0,,,,1,August (31),
A835,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"August (6, 8)",0,1,Septebmber (10),-3,,,
A836,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (2),-3.5,,,
A837,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (2),-2,,,
A838,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (2),-2.5,,,
A839,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (12),-1,,,
A840,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (8),-2,,,
A841,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (8),-3.900000095,,,
A842,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (3),-1.5,1,July (29),-2
A843,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (10),-2,,,
A844,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (10),-3,,,
A845,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (10),-2,,,
A846,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,2,"Septebmber (3, 9)",-11,1,August (24),-2.5
A847,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (11),-13,,,
A848,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (10),0,,,
A849,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,3,"August (31), September (1, 2)",-3,,,
A850,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,Septebmber (8),-3.5,,,
A851,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (11),0,,,
A852,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (27),-1
A853,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (27),0
A854,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (27),-10.5
A855,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"July (27), September (7)",-15
A856,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (28),-5
A857,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (28),-3
A858,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (29),0
A859,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,July (29),-3
A861,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (9),0
A862,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"August (10), September (7)",-3.5
A863,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (10),-3.5
A864,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (10),-2
A865,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,3,"August (10), September (8, 9)",-4.75
A866,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (11),-4
A867,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (18),-3
A868,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (18),-4.5
A869,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (23),-13.25
A870,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (23),-4
A871,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,3,"August (23), September (8, 9)",-8
A872,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (24),-10
A873,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,September (8),-4.5
A874,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,September (9),0
A875,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,September (9),-3
A876,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (9),0
B001,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,1,BHT02_18,,0,,0,,,,,,
B002,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT1_17, BHT2_17",,,,,2,"BHT02_19,SPT04_19;",-6,,,,,,
B003,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,,,,0,,0,,,,,,
B004,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,1,BHT02_18,,2,BHT04_19;,-2,,,,,,
B005,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,,,,0,,0,,,,,,
B006,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,,,,0,,0,,,,,,
B007,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,,,,0,,0,,,,,,
B008,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT1_17,,,,,0,,0,,,,,,
B009,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT1_17, BHT2_17",,,,,0,,0,,,,,,
B010,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT2_17, STT1_17",,,,,2,BHT04_19;,-2,,,,,,
B011,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT2_17, BHT3_17",,2,"BHT01_18,SPT02_18",,3,"BHT01_19,SPT05_19,SPT06_19;",-1,1,SPT05_20,0,3,"BHT02_21, SPT03_21, SPT04_21",0
B012,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT2_17, STT1_17",,,,,0,,0,,,,,,
B013,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT2_17,,,,,0,,0,,,,,,
B014,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT2_17,,,,,0,,0,,,,,,
B015,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"BHT2_17, SPT1_17, BHT3_17",,1,BHT03_18,,1,SPT03_19;,0,,,,,,
B016,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT2_17,,1,BHT04_18,,0,,0,,,,,,
B017,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT2_17,,,,,0,,0,,,,,,
B018,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STT1_17,,,,,0,,0,,,,,,
B019,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT1_17, BHT3_17",,1,BHT01_18,,0,,0,,,,,,
B020,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT1_17, BHT4_17",,1,SPT05_18,,0,,0,,,,,,
B021,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"STT1_17, BHT4_17",,,,,0,,0,,,,,,
B022,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STT1_17,,,,,0,,0,,,,,,
B023,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"STT1_17, BHT3_17",,,,,0,,0,,,,,,
B024,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,,,,0,,0,,,,,,
B025,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,,,,0,,0,,,,,,
B026,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,,,,0,,0,,,,,,
B027,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,,,,0,,0,,,,,,
B028,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,1,BHT01_18,,1,SPT04_19;,-3,,,,1,BHT04_21,0
B029,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT2_17,,,,,0,,0,,,,,,
B030,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"STT2_17, BHT4_17",,,,,0,,0,,,,,,
B031,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"STT2_17, BHT4_17",,,,,0,,0,,,,,,
B032,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STT2_17,,,,,0,,0,,,,,,
B033,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STT2_17,,,,,0,,0,,,,,,
B034,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STT2_17,,,,,0,,0,,,,,,
B035,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT4_17,,,,,0,,0,,,,,,
B036,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT3_17,,,,,0,,0,,,,,,
B037,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_18,,0,,0,,,,,,
B038,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_18,,0,,0,,,,,,
B039,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_18,,0,,0,,,,,,
B040,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_18,,0,,0,,,,,,
B041,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT01_18,BHT04_18",,0,,0,,,,,,
B042,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT01_18,BHT04_18",,1,BHT01_19,-5.5,,,,,,
B043,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"BHT01_18,BHT04_18, BHT05_18,SPT06_18",,1,BHT01_19;,-2,,,,1,SPT04_21,0
B044,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"BHT01_18,BHT06_18",,1,SPT03_19,-1,,,,1,BHT01_21,0
B049,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"SPT01_18,SPT02_18,SPT03_18",,0,,0,,,,,,
B050,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"BHT05_18,SPT01_18,SPT03_18",,0,,0,,,,,,
B051,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"BHT05_18,SPT01_18,SPT03_18",,1,BHT05_19;,0,,,,1,SPT04_21,0
B052,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_18,,1,SPT02_19;,0,,,,1,BHT02_21,-4
B053,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_18,,0,,0,,,,,,
B054,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_18,,0,,0,,,,,,
B055,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_18,,1,BHT06_19;,-2,,,,,,
B056,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_18,,0,,0,,,,,,
B057,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT02_18,SPT03_18",,0,,0,,,,,,
B058,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_18,,0,,0,,,,,,
